,cast,genres,movie_id,original_title,overview
8242,"['Dharmendra', 'Hema Malini', 'Shatrughan Sinha']",['Drama'],tt0071436,dost,Maanav is an orphan who was brought up by a Catholic Priest  Father Francis. After completing his M.A. he returns home to Taran Devi and finds out that his mentor his dead. He re-locates to...                    
8243,"['Asrani', 'Jeevan', 'Sanjay Khan']","['Drama', 'Romance']",tt0233620,duniya ka mela,Add a Plot »
8244,,"['Animation', 'Short']",tt0156504,ek anek aur ekta,A young girl teaches her younger sibling about the strength in unity  a lesson in national integration and inclusiveness.
8245,"['Vinod Khanna', 'Moushumi Chatterjee', '']",['Drama'],tt0357651,farebi,The story of a movie revolves around a man who leaves his home at early age. He is sent to a lady's house to pretend that he's her lost son. The story takes a turn when he gets to know about his real relationship with her.
8246,"['Sunil Dutt', 'Sadhana', 'Feroz Khan']","['Action', 'Drama', 'Thriller']",tt0071541,geetaa mera naam,After her husband passes away  Saraswati  who leads of life of near-destitution  takes over the responsibility of looking after their four children  two sons  Suraj and Chandu  and ...                    
8247,"['Rakesh Roshan', 'Reena Roy', 'Mahendra Sandhu']","['Action', 'Crime', 'Drama']",tt0357709,goonj,A women is being pushed into a valley she is later identified as late Meena wife of a rich businessman and painter Rakesh.Flashback revels that after 20 birthday of Meena she has to be ...                    
8248,"['Randhir Kapoor', 'Vinod Khanna', 'Simi Garewal']","['Action', 'Drama']",tt0239448,haath ki safai,After the tragic passing of his parents  Raj Kumar is also separated from his elder brother. He ends up hungry and penniless in Bombay  and is taken in by a pickpocket thief  Usmanbhai  who...                    
8249,"['Randhir Kapoor', 'Tanuja', 'Gajanan Jagirdar']","['Comedy', 'Family', 'Romance']",tt0357720,hamrahi,Add a Plot »
8250,"['Hercules', 'Ashish Kumar', 'Kanan Kaushal']",['Fantasy'],tt0242502,hanuman vijay,Ahiravan was a powerful sorcerer who had mastered the dark arts  and ruled the netherworld (Patal) with his brother Mahiravan. He was a great devotee of Goddess Kamaksha from whom he had ...                    
8251,"['Anil Dhawan', 'Neetu Singh', 'Pradeep Kumar']","['Drama', 'Family', 'Romance']",tt0304147,hawas,Handsome and fairly good-looking Anil Kumar is employed with Natwarlal  who is a criminal gangster. Natwarlal asks Anil to find employment with Shailendra Singh  and after doing so  seduce ...                    
8252,"['Rajesh Khanna', 'Tanuja', 'Moushumi Chatterjee']","['Family', 'Mystery', 'Thriller']",tt0298366,humshakal,Ram comes from a poor family  and works as a labourer for a living. One day he comes across an old woman in distress  and decides to assist her. This old woman is dying and asks Ram to ...                    
8253,"['Shashi Kapoor', 'Sujit Kumar', 'Madhu']","['Drama', 'Family']",tt0395602,insaaniyat,Raghuvir is a career criminal  and one day he is arrested by the Police  tried in Court  and sentenced to a long prison term. Shortly thereafter  he breaks out of prison  goes to the Judge ...                    
8254,"['Dharmendra', 'Saira Banu', 'Feroz Khan']","['Action', 'Crime']",tt0430232,international crook,Superintendent of Police  Rajesh  is asked to take charge of a police station in Goa  and manage it. Rajesh is aware that his friend  Shekar  also lives there  and he is anxious to see him....                    
8255,"['Dev Anand', 'Zeenat Aman', 'Shabana Azmi']","['Drama', 'Romance']",tt0154653,ishq ishq ishq,Dhun comes from a wealthy and talented family. His desire is to see the world on his own  and he sets upon this travel. He comes upon an Inn called Five Daughters  run by Pahar. He decides ...                    
8256,"['Nandita Aras', 'Sulabha Deshpande', 'Girish Karnad']","['Adventure', 'Family', 'Fantasy']",tt0250441,jadu ka shankh,Shyam and Soni live with their mother in a village. They are very poor. The children give away the only bread piece to a hungry saint  who in turn gives them a magical conch. The children ...                    
8257,"['Shashi Kapoor', 'Radha Saluja', 'Jalal Agha']","['Action', 'Drama']",tt0312836,jeevan sangram,Add a Plot »
8258,"['Hema Malini', 'Amitabh Bachchan', 'Pran']","['Drama', 'Romance']",tt0071714,kasauti,Sapna lives in poverty with her factory worker mother and her alcoholic step-father. Sapna's friend Neeta's husband is crippled from an accident and goes blind. Neeta goes to work to ...                    
8259,"['Ajit', 'Alka', 'Madhu Chanda']","['Action', 'Crime', 'Drama']",tt0155805,khhotte sikkay,Jhanga (Ajit) is a cruel  brutal  and heartless dacait  who has terrorized the entire countryside. The police are unable to capture him  as he has several hideouts and nearby villagers are ...                    
8260,"['Bharat Bhushan', 'Aruna Irani', 'Ashok Kumar']","['Action', 'Thriller']",tt0243358,khoon ki keemat,Add a Plot »
8261,"['Dara Singh', 'Feroz Khan', 'Yogeeta Bali']","['Action', 'Comedy', 'Drama']",tt0157900,kisan aur bhagwan,Ghasitaram  under pressure from his wife  decides to allocate a barren piece of land to his orphaned nephew  Dhanna  who lives with his wife  Bhagwanti  and sister  Laali. Dhanna strives in...                    
8262,"['Vijay Anand', 'Jaya Bachchan', 'Achala Sachdev']","['Drama', 'Family', 'Musical']",tt0246740,kora kagaz,By the time we learn to live  life is gone.
8263,"['Mehmood', 'Bharathi', 'Aachi Manorama']","['Comedy', 'Drama']",tt0071730,kunwara baap,A poor rickshaw-puller adopts an abandoned child and brings him up as his son but tragedy strikes when the boy becomes crippled as a result of polio infection.
8264,"['Amitabh Bachchan', 'Parveen Babi', 'Pran']","['Drama', 'Mystery', 'Thriller']",tt0071800,majboor,A terminally ill man frames himself for murder to allow his family to collect the reward money. After a successful operation  he escapes police custody and searches for the real killer.
8265,"['Mahendra Sandhu', 'Reena Roy', 'Rakesh Roshan']","['Drama', 'Musical', 'Romance']",tt0122162,madhosh,Raj is wealthy and a womanizer and his lifelong friend Goldie is a self made pop singer. Goldie tries to make Raj realize that women are not mere objects of desire  but with no results. Raj...                    
8266,"['Gulshan Arora', 'Kabir Bedi', 'Mukesh Bhatt']",['Drama'],tt0156771,manzilein aur bhi hain,This movie is about two criminals and their relationship with a prostitute. Kabir Bedi and Gulshan Arora play the role of the two criminals  and Prema Narayan plays the prostitute.
8267,"['Shreeram Lagoo', 'Prema Narayan', 'Smita Patil']",['Drama'],tt0418881,mere saath chal,Geeta (Smita Patil) has been institionalized as she had suffered mental trauma in her childhood. She is unable to recall the incidents surrounding the trauma  and is unable to get ...                    
8268,"['Shammi Kapoor', 'Sanjeev Kumar', 'Zeenat Aman']","['Comedy', 'Musical', 'Romance']",tt0071811,manoranjan,An upright beat cop  working the most notorious area of the city - the 'red light district' - desperately tries to hang on to his values in such an amoral environment. He falls for a hooker...                    
8269,"['Saira Banu', 'Dharmendra', 'Kumud Chuggani']","['Drama', 'Family']",tt0155106,resham ki dori,Watch the full movie  Resham Ki Dori online  only on Eros Now. Ajit and Rajoo become orphans. Ajit  as the older brother takes care of his younger sister  at great personal sacrifice. When ...                    
8270,"['Sanjeev Kumar', 'Jaya Bachchan', 'Sunder']","['Drama', 'Family']",tt0156833,naya din nai raat,Sushma believes that she is too young to get married  but her father  Lalla Banarsilal insists  and she runs away. Her adventures take her to a lonely wealthy widower with a cute daughter ...                    
8271,"['Mala Sinha', 'Biswajit Chatterjee', 'Deven Verma']",['Romance'],tt0244713,phir kab milogi,Sapna (Mala Sinha) is having fun meeting his employee Rajesh (Biswajit) as Paro  and then  in the city as Sapna; and Rajesh falls for the simplicity of Paro. His heart breaks when he ...                    
8272,"['Sunil Dutt', 'Rekha', 'Bindu']","['Action', 'Crime', 'Drama']",tt0070558,pran jaye par vachan na jaye,Raja Thakur (Sunil Dutt) is an outlaw who fights oppression and corruption in his own unique way. This Robin Hood like figure is a feared and respected figure among the villagers and when ...                    
8273,"['Dharmendra', 'Saira Banu', 'Prem Chopra']","['Action', 'Drama', 'Romance']",tt0358029,pocket maar,After the passing away of son and daughter-in-law  prominent businessman  Rai  undertakes to look after his grand-daughter  Asha  with a lot of love and affection. When she grows old enough...                    
8274,"['Vidya Sinha', 'Amol Palekar', 'Dinesh Thakur']","['Drama', 'Romance']",tt0072064,rajnigandha,A Delhi-based woman in a steady relationship with her boyfriend is forced to come to terms with her true feelings when a job interview in Mumbai brings an old flame back in her life.
8275,"['Rajesh Khanna', 'Mumtaz', 'Nirupa Roy']","['Drama', 'Romance', 'Thriller']",tt0176105,roti,Mangal Singh (Rajesh Khanna) has been a career criminal  whose criminal career began to steal food and to keep from starving  and thence got him in deeper and deeper in the criminal world. ...                    
8276,"['Manoj Kumar', 'Shashi Kapoor', 'Zeenat Aman']","['Action', 'Drama', 'Musical']",tt0072100,roti kapada aur makaan,After the retirement of his dad  the onus is on Bharat to look after the Delhi-based family. He has two younger college-going brothers  Deepak and Vijay  and a sister of marriage age  Radha...                    
8277,"['Dilip Kumar', 'Saira Banu', 'Aparna Sen']","['Drama', 'Family', 'Musical']",tt0072109,sagina,Sagina a factory laborer an aggressive  honest and lovable character who was the first to fight against the tyranny of the British bosses in the Tea gardens of North-Eastern India.
8278,"['Romesh Sharma', 'Shabana Azmi', 'Asha Sachdev']","['Action', 'Drama']",tt0266832,parinay,Idealistic Ram's one ambition is to do something for his village. Rekha rich and young girl comes into his life who in spite of warnings  marries Ram and come to the village. Fed up with ...                    
8279,"['Radha Saluja', 'Kiran Kumar', 'I.S. Johar']",['Comedy'],tt0177502,aaj ki taaza khabar,Sunil Mehta gets stuck in a giant ferris wheel with an attractive young woman all night due to power failure. He arrives home the next day  and meets a very suspicious wife  Geeta  who ...                    
8280,"['Rishi Kapoor', 'Moushumi Chatterjee', 'Neetu Singh']","['Drama', 'Romance']",tt0232977,zehreela insaan,SPOILER: Arjun  a hot headed but soft hearted man  always finds himself in situations that others take him as a bad person. His childhood teacher Masterji is the only person understands him...                    
8281,"['Amitabh Bachchan', 'Jaya Bachchan', 'Asrani']","['Drama', 'Musical']",tt0069671,abhimaan,A popular singer convinces his new wife to enter show-business  but his pride is wounded when she outshines him.
8282,"['Vinod Khanna', 'Om Shivpuri', 'Lily Chakravarty']","['Crime', 'Drama']",tt0215466,achanak,A doctor must operate on a convicted murderer who is destined for the gallows. Running parallel to the medical drama are flashbacks to the events that led the highly-respected army officer to commit murder.
8283,"['Sanjeev Kumar', 'Sharada', 'Sajjan']",['Drama'],tt0231107,agni rekha,Add a Plot »
8284,"['Jeetendra', 'Rekha', 'Vinod Khanna']","['Drama', 'Romance']",tt0233227,anokhi ada,A ruthless gangster worms his way into the affections of a timber merchant. Using lies  deceit and murder he plots to usurp the place of the merchant's son  steal his inheritance and his girl.
8285,"['Sanjeev Kumar', 'Leena Chandavarkar', 'Padma Khanna']",['Drama'],tt0297731,anhonee,After the tragic death of her dad  Dr. Rekha continues to live with her step-mother in Bombay  where she runs a Mental Institute. While traveling by train one night  they are accosted by a ...                    
8286,"['Sanjeev Kumar', 'Jaya Bachchan', 'Iftekhar']","['Musical', 'Mystery', 'Romance']",tt0069711,anamika,A writer rescues a young woman lying injured on the road. She awakens with amnesia  but insists that she is the writer's wife. Is she the victim or the perpetrator of a devious plot?
8287,"['Ashok Kumar', 'Deven Verma', 'Nikhilesh']","['Action', 'Comedy', 'Crime']",tt0069759,bada kabutar,In order to extract a huge sum of money from underworld don  Dharamdas  Mama Rampuri and his nephew  Bhola and others kidnap Dharamdas' child  not knowing that Dharamdas' love for money is ...                    
8288,"['Dev Anand', 'Rakhee Gulzar', 'Yogeeta Bali']","['Drama', 'Thriller']",tt0275217,banarasi babu,Orphaned Sohan Lal is a wealthy businessman based in Bombay. While on vacation in Kashmir  he meets with beautiful Neela  and after a few misunderstandings both fall in love  and get ...                    
8289,"['Mumtaz', 'Amitabh Bachchan', 'Ajit']","['Action', 'Thriller']",tt0069751,bandhe haath,Shyamu is an orphan  living with his mentor  and has made stealing his career. While his mentor is recuperating in hospital  from a fracture  Shyamu decides to go straight. He is mistaken ...                    
8290,"['Navin Nischol', 'Rekha', 'Radhakrishan']",['Romance'],tt0357467,barkha bahar,Add a Plot »
